-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 0 0
-2.5625 0 0
-2.5375 0 0
-2.5125 0 0
-2.4875 0 0
-2.4625 8.19672e-06 7.98918e-06
-2.4375 8.19672e-06 7.98918e-06
-2.4125 1.63934e-05 1.09971e-05
-2.3875 2.45902e-05 1.74842e-05
-2.3625 8.19672e-05 4.56374e-05
-2.3375 8.19672e-05 2.95537e-05
-2.3125 0.000155738 6.39922e-05
-2.2875 0.000319672 9.37979e-05
-2.2625 0.000385246 0.000111352
-2.2375 0.00054918 0.000151262
-2.2125 0.000737705 0.000180141
-2.1875 0.00101639 0.000176029
-2.1625 0.00122951 0.000146856
-2.1375 0.00164754 0.000211366
-2.1125 0.0020082 0.000232959
-2.0875 0.00244262 0.000259177
-2.0625 0.00338525 0.000318572
-2.0375 0.0042623 0.00042796
-2.0125 0.0049918 0.000383318
-1.9875 0.00630328 0.000528097
-1.9625 0.00769672 0.000486374
-1.9375 0.00914754 0.000631265
-1.9125 0.0114836 0.000674673
